Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
House for sale,Rue De La Déportation 21,"€ 235,000",2 bedrooms | 150 m² ,2 bedrooms,No,Installed,As new,20 m² ,No
House for sale,Rue du Mont Falise Lot 23,"€ 237,500",3 bedrooms | 183 m² ,3 bedrooms,No,Not installed,As new,50 m² ,No
House for sale,Tongersesteenweg 107,"€ 239,000",5 bedrooms | 233 m² ,5 bedrooms,No,Installed,As new,50 m² ,No
House for sale,Broekstraat 63,"€ 239,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,As new,50 m² ,No
House for sale,Wichelsesteenweg 17,"€ 240,000",3 bedrooms | 135 m² ,3 bedrooms,No,Installed,To renovate,50 m² ,No
House for sale,Clemenshoek 1,"€ 249,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,Good,55 m² ,No
House for sale,Rue De Strée 4b,"€ 249,000",3 bedrooms | 160 m² ,3 bedrooms,No,Installed,As new,55 m² ,No
House for sale,Kantonstraat 34,"€ 249,000",3 bedrooms | 180 m² ,3 bedrooms,No,Semi equipped,To renovate,293 m² ,No
House for sale,7012 — Jemappes,"€ 249,500",4 bedrooms | 130 m² ,4 bedrooms,No,USA installed,Good,230 m² ,No
Duplex for sale,Nieuwstraat 99/0201,"€ 310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,230 m² ,No
House for sale,Bremstraat 3,"€ 275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,230 m² ,No
House for sale,Olmsebaan 6-8-10,"€ 310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,230 m² ,No
House for sale,Jozef van Gorpstraat 13a,"€ 369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,230 m² ,No
House for sale,Reffenakkers 2,"€ 429,000",3 bedrooms | 210 m² ,3 bedrooms,No,Installed,Good,230 m² ,No
House for sale,Heiblok 3,"€ 399,000",3 bedrooms | 246 m² ,3 bedrooms,No,Installed,Good,230 m² ,No
Villa for sale,Rue Osval Sambon 15,"€ 365,000",4 bedrooms | 220 m² ,4 bedrooms,No,Installed,Good,1100 m² ,No
Apartment for sale,Avenue du Commerce 3,"€ 199,000",1 bedroom | 60 m² ,1 bedroom,No,Hyper equipped,As new,1100 m² ,No
House for sale,Antwerpsestraat 85,"€ 255,000",3 bedrooms | 140 m² ,3 bedrooms,No,Hyper equipped,To be done up,60 m² ,No
House for sale,Scheldevrijstraat 38,"€ 259,000",2 bedrooms | 95 m² ,2 bedrooms,No,USA installed,Good,85 m² ,No
House for sale,Rue de Charleville (anciennement rue Léopold) 39,"€ 259,000",11 bedrooms | 256 m² ,11 bedrooms,No,Semi equipped,Good,85 m² ,No
House for sale,Rue Nouvelle Route 178,"€ 259,900",3 bedrooms | 125 m² ,3 bedrooms,No,Semi equipped,Good,425 m² ,No
House for sale,Hellestraat 22,"€ 264,000",3 bedrooms | 185 m² ,3 bedrooms,No,Installed,Just renovated,250 m² ,No
House for sale,8710 — Wielsbeke,"€ 265,000",3 bedrooms | 160 m² ,3 bedrooms,No,Installed,Good,145 m² ,No
House for sale,Nieuwe steenweg 172,"€ 269,000",3 bedrooms | 161 m² ,3 bedrooms,No,Installed,Good,145 m² ,No
House for sale,Tarwestraat 41,"€ 269,000",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,Good,145 m² ,No
Villa for sale,Rue d'Horrues 255,"€ 270,000",3 bedrooms | 115 m² ,3 bedrooms,No,Installed,To be done up,800 m² ,No
House for sale,Diestsesteenweg 51,"€ 275,000",3 bedrooms | 159 m² ,3 bedrooms,No,Installed,To be done up,800 m² ,No
House for sale,7350 — THULIN,"€ 275,000",4 bedrooms | 250 m² ,4 bedrooms,No,Installed,Good,200 m² ,No
House for sale,Mekeirleweg 32,"€ 279,000",3 bedrooms | 172 m² ,3 bedrooms,No,Installed,To renovate,200 m² ,No
Town-house for sale,Ruiterstraat 30,"€ 279,000",3 bedrooms | 139 m² ,3 bedrooms,No,Installed,As new,90 m² ,No
House for sale,Linkhoutstraat 172,"€ 289,000",5 bedrooms | 230 m² ,5 bedrooms,No,Installed,To renovate,500 m² ,No
Bungalow for sale,Thier des Trixhes 117,"€ 289,000",4 bedrooms | 130 m² ,4 bedrooms,No,Installed,Good,412 m² ,No
House for sale,Thier des Trixhes 117,"€ 289,000",4 bedrooms | 130 m² ,4 bedrooms,No,Installed,Good,412 m² ,No
Villa for sale,Rue de St Hubert 509,"€ 295,000",4 bedrooms | 150 m² ,4 bedrooms,No,Semi equipped,Good,800 m² ,No
Country house for sale,5020 — FLAWINNE,"€ 299,000",3 bedrooms | 197 m² ,3 bedrooms,No,Semi equipped,As new,800 m² ,No
House for sale,Chaussée de Bastogne,"€ 299,900",3 bedrooms | 120 m² ,3 bedrooms,No,Not installed,As new,800 m² ,No
House for sale,Chaussée de Bastogne,"€ 299,900",3 bedrooms | 120 m² ,3 bedrooms,No,Not installed,As new,800 m² ,No
House for sale,Scholenstraat 101,"€ 310,000",3 bedrooms | 142 m² ,3 bedrooms,No,Installed,As new,800 m² ,No
House for sale,Rue Longue Voie 31,"€ 315,000",3 bedrooms | 140 m² ,3 bedrooms,No,Installed,Good,310 m² ,No
House for sale,Invalidenstraat 117,"€ 319,000",3 bedrooms,3 bedrooms,No,Semi equipped,Good,310 m² ,No
House for sale,Rue Halin 36,"€ 325,000",4 bedrooms | 121 m² ,4 bedrooms,No,Hyper equipped,Just renovated,310 m² ,No
Exceptional property for sale,Grand Rue 57,"€ 325,000",4 bedrooms | 244 m² ,4 bedrooms,No,Semi equipped,To be done up,240 m² ,No
House for sale,7730 — ESTAIMBOURG,"€ 325,000",3 bedrooms | 265 m² ,3 bedrooms,No,Installed,To be done up,156 m² ,No
House for sale,Magerstraat 44 Box 201,"€ 325,000",5 bedrooms | 176 m² ,5 bedrooms,No,USA hyper equipped,To be done up,156 m² ,No
House for sale,Eigenstraat 68,"€ 325,000",3 bedrooms | 241 m² ,3 bedrooms,No,Installed,To be done up,156 m² ,No
Mixed-use building for sale,Boskant 25,"€ 325,000",3 bedrooms | 603 m² ,3 bedrooms,No,Installed,To renovate,156 m² ,No
Country house for sale,Boskant 25,"€ 325,000",3 bedrooms | 603 m² ,3 bedrooms,No,Installed,To renovate,156 m² ,No
Duplex for sale,Nieuwstraat 99/0201,"€ 310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,156 m² ,No
House for sale,Bremstraat 3,"€ 275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,156 m² ,No
House for sale,Olmsebaan 6-8-10,"€ 310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,156 m² ,No
House for sale,Jozef van Gorpstraat 13a,"€ 369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,156 m² ,No
House for sale,Reffenakkers 2,"€ 429,000",3 bedrooms | 210 m² ,3 bedrooms,No,Installed,Good,156 m² ,No
House for sale,Heiblok 3,"€ 399,000",3 bedrooms | 246 m² ,3 bedrooms,No,Installed,Good,156 m² ,No
Villa for sale,Rue Osval Sambon 15,"€ 365,000",4 bedrooms | 220 m² ,4 bedrooms,No,Installed,Good,1100 m² ,No
Apartment for sale,Avenue du Commerce 3,"€ 199,000",1 bedroom | 60 m² ,1 bedroom,No,Hyper equipped,As new,1100 m² ,No
House for sale,Boskant 25,"€ 325,000",3 bedrooms | 603 m² ,3 bedrooms,No,Hyper equipped,To renovate,1100 m² ,No
House for sale,Steenweg 91,"€ 329,000",3 bedrooms | 109 m² ,3 bedrooms,No,Hyper equipped,To renovate,1100 m² ,No
Mixed-use building for sale,Gentsestraat 106,"€ 339,000",2 bedrooms | 262 m² ,2 bedrooms,No,Hyper equipped,As new,1100 m² ,No
House for sale,Gentsestraat 106,"€ 339,000",2 bedrooms | 262 m² ,2 bedrooms,No,Hyper equipped,As new,1100 m² ,No
House for sale,5522 — FALAEN,"€ 345,000",3 bedrooms | 182 m² ,3 bedrooms,No,Hyper equipped,As new,1100 m² ,No
House for sale,Stationsstraat 25,"€ 345,000",3 bedrooms | 186 m² ,3 bedrooms,No,Installed,Just renovated,1100 m² ,No
House for sale,Allée Du Traynoy 12,"€ 349,000",4 bedrooms | 160 m² ,4 bedrooms,No,Semi equipped,To be done up,1100 m² ,No
House for sale,Chaussée Romaine 26,"€ 349,000",3 bedrooms,3 bedrooms,No,Semi equipped,To be done up,1100 m² ,No
House for sale,Ophemstraat 45,"€ 349,000",3 bedrooms | 187 m² ,3 bedrooms,No,Hyper equipped,Good,1298 m² ,Yes
House for sale,rue Ol Roul 13,"€ 350,000",3 bedrooms | 245 m² ,3 bedrooms,No,Installed,As new,1298 m² ,Yes
House for sale,5501 — LOYERS,"€ 350,000",5 bedrooms | 455 m² ,5 bedrooms,No,Installed,To be done up,1298 m² ,Yes
House for sale,Rue de La Gare 121,"€ 350,000",1 bedroom | 135 m² ,1 bedroom,No,Hyper equipped,As new,25 m² ,Yes
House for sale,Rue du Mohet 15,"€ 352,000",3 bedrooms | 165 m² ,3 bedrooms,No,USA hyper equipped,As new,25 m² ,Yes
House for sale,Walter Pompelaan 17,"€ 355,000",3 bedrooms | 160 m² ,3 bedrooms,No,USA hyper equipped,As new,102 m² ,No
Town-house for sale,Graaf Jansdijk 16,"€ 359,000",3 bedrooms | 128 m² ,3 bedrooms,No,Installed,To be done up,102 m² ,No
House for sale,"Gullegemsestraat 127,","€ 360,000",3 bedrooms | 173 m² ,3 bedrooms,No,Installed,Good,1356 m² ,No
House for sale,Orchideeënlaan 6 Box Lot 3,"€ 364,300",3 bedrooms | 164 m² ,3 bedrooms,No,Hyper equipped,As new,1356 m² ,No
House for sale,Rinkhout 47,"€ 365,000",3 bedrooms | 227 m² ,3 bedrooms,No,Installed,As new,260 m² ,No
House for sale,Raffelgemstraat 27,"€ 365,000",4 bedrooms | 200 m² ,4 bedrooms,No,Installed,Good,260 m² ,No
House for sale,Dwarsstraat 56,"€ 375,000",3 bedrooms | 180 m² ,3 bedrooms,No,Hyper equipped,Good,203 m² ,No
Villa for sale,Avenue Jules Sartieaux 36,"€ 380,000",3 bedrooms | 161 m² ,3 bedrooms,No,Installed,As new,203 m² ,No
House for sale,Krevelstraat 8,"€ 385,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,203 m² ,No
Bungalow for sale,Langehaagstraat 29,"€ 385,000",2 bedrooms | 148 m² ,2 bedrooms,No,Hyper equipped,To be done up,203 m² ,Yes
House for sale,Hundelgemsesteenweg 52,"€ 392,000",3 bedrooms | 216 m² ,3 bedrooms,No,Hyper equipped,To be done up,203 m² ,No
House for sale,1090 — Jette,"€ 399,000",4 bedrooms | 155 m² ,4 bedrooms,No,Hyper equipped,As new,203 m² ,No
Villa for sale,Avenue de l'Hôtel de Ville 35,"€ 399,000",2 bedrooms | 255 m² ,2 bedrooms,No,Installed,Good,203 m² ,No
House for sale,Steenovenstraat 73,"€ 399,000",3 bedrooms | 170 m² ,3 bedrooms,No,USA hyper equipped,Good,203 m² ,No
House for sale,Rue du Noyer 298,"€ 400,000",3 bedrooms | 320 m² ,3 bedrooms,No,USA hyper equipped,Good,203 m² ,No
House for sale,1460 — Ittre,"€ 400,000",3 bedrooms | 180 m² ,3 bedrooms,No,USA hyper equipped,As new,203 m² ,No
House for sale,1457 — Walhain,"€ 415,000",3 bedrooms | 252 m² ,3 bedrooms,No,Installed,As new,582 m² ,No
Duplex for sale,Nieuwstraat 99/0201,"€ 310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,582 m² ,No
House for sale,Bremstraat 3,"€ 275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,582 m² ,No
House for sale,Olmsebaan 6-8-10,"€ 310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,582 m² ,No
House for sale,Jozef van Gorpstraat 13a,"€ 369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,582 m² ,No
House for sale,Reffenakkers 2,"€ 429,000",3 bedrooms | 210 m² ,3 bedrooms,No,Installed,Good,582 m² ,No
House for sale,Heiblok 3,"€ 399,000",3 bedrooms | 246 m² ,3 bedrooms,No,Installed,Good,582 m² ,No
Villa for sale,Rue Osval Sambon 15,"€ 365,000",4 bedrooms | 220 m² ,4 bedrooms,No,Installed,Good,1100 m² ,No
Apartment for sale,Avenue du Commerce 3,"€ 199,000",1 bedroom | 60 m² ,1 bedroom,No,Hyper equipped,As new,1100 m² ,No
House for sale,Nieuwevaart 216,"€ 430,000",3 bedrooms | 164 m² ,3 bedrooms,No,USA hyper equipped,As new,1100 m² ,No
Apartment block for sale,5170 — Profondeville,"€ 435,000",4 bedrooms | 230 m² ,4 bedrooms,No,USA hyper equipped,To renovate,1100 m² ,No
Villa for sale,5170 — Profondeville,"€ 435,000",4 bedrooms | 230 m² ,4 bedrooms,No,USA hyper equipped,To renovate,1100 m² ,No
House for sale,Sint-Jansbergsteenweg 42 Box A,"€ 441,000",3 bedrooms | 163 m² ,3 bedrooms,No,Not installed,Good,551 m² ,No
Villa for sale,1340 — Ottignies,"€ 445,000",3 bedrooms | 140 m² ,3 bedrooms,No,Not installed,To renovate,551 m² ,No
House for sale,Elzasstraat 12,"€ 445,000",3 bedrooms | 170 m² ,3 bedrooms,No,Not installed,Good,551 m² ,No
House for sale,Fernand Tavernestraat 7,"€ 445,000",5 bedrooms | 329 m² ,5 bedrooms,No,Installed,To be done up,880 m² ,Yes
House for sale,Arendlaan 70,"€ 449,000",3 bedrooms | 225 m² ,3 bedrooms,No,Hyper equipped,Good,880 m² ,Yes
House for sale,Weeldestraat 161,"€ 449,000",4 bedrooms | 194 m² ,4 bedrooms,No,Hyper equipped,As new,880 m² ,Yes
Villa for sale,5670 — Olloy-sur-Viroin,"€ 475,000",3 bedrooms | 338 m² ,3 bedrooms,No,Installed,As new,15000 m² ,Yes
House for sale,Magerman 33,"€ 489,000",4 bedrooms | 230 m² ,4 bedrooms,No,Installed,Good,15000 m² ,Yes
Mixed-use building for sale,Rue Auguste Sottiaux 18 Box C,"€ 490,000",3 bedrooms,3 bedrooms,No,Installed,Good,15000 m² ,Yes
Villa for sale,1300 — Wavre,"€ 495,000",3 bedrooms | 200 m² ,3 bedrooms,No,Hyper equipped,To renovate,15000 m² ,No
Mixed-use building for sale,De Beauffortstraat 1,"€ 495,000",3 bedrooms | 230 m² ,3 bedrooms,No,Installed,To renovate,15000 m² ,No
House for sale,Rue Grétry 94,"€ 495,000",7 bedrooms | 440 m² ,7 bedrooms,No,Not installed,Good,15000 m² ,No
House for sale,5000 — Namur,"€ 495,000",4 bedrooms | 295 m² ,4 bedrooms,No,Not installed,Good,15000 m² ,No
House for sale,Gentweg 91,"€ 499,000",6 bedrooms | 260 m² ,6 bedrooms,No,USA hyper equipped,Good,15000 m² ,Yes
House for sale,Durletstraat 12,"€ 525,000",2 bedrooms | 210 m² ,2 bedrooms,No,USA hyper equipped,To renovate,15000 m² ,Yes
Villa for sale,rue des four à chaux 30,"€ 549,000",4 bedrooms | 260 m² ,4 bedrooms,No,Hyper equipped,As new,15000 m² ,Yes
Villa for sale,Leopoldlaan 34,"€ 550,000",4 bedrooms | 424 m² ,4 bedrooms,No,Semi equipped,To be done up,15000 m² ,No
House for sale,Rue du Vautour 23,"€ 555,000",4 bedrooms | 385 m² ,4 bedrooms,No,Semi equipped,To be done up,15000 m² ,No
House for sale,1030 — Schaerbeek,"€ 565,000",6 bedrooms | 335 m² ,6 bedrooms,No,Not installed,Just renovated,30 m² ,No
Apartment block for sale,1030 — Schaerbeek,"€ 565,000",6 bedrooms | 335 m² ,6 bedrooms,No,Not installed,Just renovated,30 m² ,No
House for sale,Rue d'Awans 25-27,"€ 590,000",8 bedrooms | 396 m² ,8 bedrooms,No,Installed,Good,50 m² ,No
House for sale,7730 — Estaimpuis Néchin,"€ 599,000",5 bedrooms | 350 m² ,5 bedrooms,No,Installed,As new,50 m² ,No
Villa for sale,Vossekotstraat 61,"€ 600,000",5 bedrooms | 219 m² ,5 bedrooms,No,Installed,To renovate,50 m² ,No
House for sale,1180 — Uccle,"€ 625,000",4 bedrooms | 160 m² ,4 bedrooms,No,Semi equipped,To renovate,90 m² ,No
House for sale,Duinrozenpad 4,"€ 625,000",4 bedrooms | 208 m² ,4 bedrooms,No,Hyper equipped,Just renovated,90 m² ,No
House for sale,Krapstraat 133,"€ 625,000",6 bedrooms | 380 m² ,6 bedrooms,No,Hyper equipped,Good,90 m² ,No
Villa for sale,Brusselsesteenweg 189,"€ 625,000",5 bedrooms | 304 m² ,5 bedrooms,No,Installed,Good,1620 m² ,No
House for sale,Puttenhoflaan 15,"€ 629,000",3 bedrooms | 210 m² ,3 bedrooms,No,Installed,As new,244 m² ,No
House for sale,Mechelsesteenweg 99,"€ 659,000",5 bedrooms | 280 m² ,5 bedrooms,No,Installed,Good,244 m² ,No
Mansion for sale,Isabella Brantstraat 58,"€ 699,000",4 bedrooms | 250 m² ,4 bedrooms,No,Hyper equipped,Good,244 m² ,No
Villa for sale,Ten Bosse 112,"€ 699,000",4 bedrooms | 220 m² ,4 bedrooms,No,Not installed,Good,244 m² ,No
House for sale,Statiestraat 56,"€ 715,000",5 bedrooms,5 bedrooms,No,Installed,Good,244 m² ,Yes
Mixed-use building for sale,Rue de Gand 13 Box 1-2-3-4,"€ 750,000",9 bedrooms,9 bedrooms,No,Installed,Good,244 m² ,Yes
House for sale,Rue de Gand 13 Box 1-2-3-4,"€ 750,000",9 bedrooms,9 bedrooms,No,Installed,Good,244 m² ,Yes
Villa for sale,Tweekerkenstraat 45,"€ 750,000",5 bedrooms | 368 m² ,5 bedrooms,No,USA hyper equipped,As new,244 m² ,No
Villa for sale,Leopoldlaan 36,"€ 750,000",6 bedrooms | 562 m² ,6 bedrooms,No,Installed,As new,244 m² ,No
House for sale,Warande 104,"€ 775,000",3 bedrooms | 715 m² ,3 bedrooms,No,Installed,As new,244 m² ,No
Mixed-use building for sale,1325 — Chaumont-Gistoux,"€ 795,000",6 bedrooms | 412 m² ,6 bedrooms,No,USA installed,Good,244 m² ,No
House for sale,"De Judestraat 35,","€ 795,000",3 bedrooms | 170 m² ,3 bedrooms,No,USA installed,As new,244 m² ,No
Apartment block for sale,1300 — Wavre,"€ 800,000",4 bedrooms | 195 m² ,4 bedrooms,No,Installed,To be done up,244 m² ,No
Villa for sale,1410 — Waterloo,"€ 820,000",5 bedrooms | 216 m² ,5 bedrooms,No,Installed,To be done up,244 m² ,No
House for sale,Chaussee de Waterloo 1223,"€ 850,000",3 bedrooms | 195 m² ,3 bedrooms,No,Installed,As new,40 m² ,No
House for sale,8300 — KNOKKE,"€ 860,000",3 bedrooms | 137 m² ,3 bedrooms,No,Installed,Good,40 m² ,No
Villa for sale,Chaussée d'Hondzocht 488b,"€ 875,000",6 bedrooms | 360 m² ,6 bedrooms,No,Installed,Good,2600 m² ,No
Villa for sale,1420 — Braine-l'Alleud,"€ 885,000",4 bedrooms | 373 m² ,4 bedrooms,No,USA hyper equipped,As new,2600 m² ,No
House for sale,1030 — Schaerbeek,"€ 1,100",4 bedrooms | 450 m² ,4 bedrooms,No,USA hyper equipped,As new,2600 m² ,No
Town-house for sale,8300 — Knokke-Heist,"€ 1,245",5 bedrooms | 278 m² ,5 bedrooms,No,USA hyper equipped,As new,2600 m² ,No
Villa for sale,1390 — Grez-Doiceau,"€ 1,250",4 bedrooms | 550 m² ,4 bedrooms,No,USA hyper equipped,Good,2600 m² ,Yes
Villa for sale,"Hageland 17,","€ 1,350",3 bedrooms | 280 m² ,3 bedrooms,No,USA hyper equipped,Good,2600 m² ,Yes
Mansion for sale,1190 — Forest,"€ 1,450",8 bedrooms | 640 m² ,8 bedrooms,No,Installed,Good,800 m² ,Yes
Other properties for sale,Abdijstraat 5-6,"€ 1,499",7 bedrooms | 600 m² ,7 bedrooms,No,Semi equipped,Good,800 m² ,Yes
Castle for sale,Abdijstraat 5-6,"€ 1,499",7 bedrooms | 600 m² ,7 bedrooms,No,Semi equipped,Good,800 m² ,Yes
Other properties for sale,Abdijstraat 5-6,"€ 1,499",7 bedrooms | 600 m² ,7 bedrooms,No,Semi equipped,Good,800 m² ,Yes
Mansion for sale,Abdijstraat 5-6,"€ 1,499",7 bedrooms | 600 m² ,7 bedrooms,No,Semi equipped,Good,800 m² ,Yes
Mixed-use building for sale,3300 — Tienen,"€ 1,575",6 bedrooms | 627 m² ,6 bedrooms,No,Hyper equipped,Good,800 m² ,Yes
House for sale,3300 — Tienen,"€ 1,575",6 bedrooms | 627 m² ,6 bedrooms,No,Hyper equipped,Good,800 m² ,Yes
Villa for sale,Bergensesteenweg 344,"€ 1,590",7 bedrooms | 706 m² ,7 bedrooms,No,Hyper equipped,Good,800 m² ,No
Duplex for sale,Nieuwstraat 99/0201,"€ 310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,800 m² ,No
House for sale,Bremstraat 3,"€ 275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,800 m² ,No
House for sale,Olmsebaan 6-8-10,"€ 310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,800 m² ,No
House for sale,Jozef van Gorpstraat 13a,"€ 369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,800 m² ,No
House for sale,Reffenakkers 2,"€ 429,000",3 bedrooms | 210 m² ,3 bedrooms,No,Installed,Good,800 m² ,No
House for sale,Heiblok 3,"€ 399,000",3 bedrooms | 246 m² ,3 bedrooms,No,Installed,Good,800 m² ,No
Villa for sale,Rue Osval Sambon 15,"€ 365,000",4 bedrooms | 220 m² ,4 bedrooms,No,Installed,Good,1100 m² ,No
Apartment for sale,Avenue du Commerce 3,"€ 199,000",1 bedroom | 60 m² ,1 bedroom,No,Hyper equipped,As new,1100 m² ,No
Mixed-use building for sale,Rue Artan 55,"€ 1,750",15 bedrooms | 700 m² ,15 bedrooms,No,Semi equipped,As new,1100 m² ,No
House for sale,8300 — Knokke-Heist,"€ 2,250",3 bedrooms | 265 m² ,3 bedrooms,Yes,Installed,As new,1100 m² ,No
Villa for sale,1420 — Braine-l'Alleud,"€ 2,490",7 bedrooms | 650 m² ,7 bedrooms,Yes,Installed,As new,1100 m² ,No
Mansion for sale,Amerikalei 129,"€ 2,500",5 bedrooms | 624 m² ,5 bedrooms,No,Hyper equipped,As new,159 m² ,No
Villa for sale,8300 — Knokke-Heist,"€ 2,995",4 bedrooms | 498 m² ,4 bedrooms,No,USA hyper equipped,As new,1440 m² ,No
Exceptional property for sale,UCCLE 1,"€ 2,999",11 bedrooms | 700 m² ,11 bedrooms,No,Hyper equipped,Good,1200 m² ,No
Villa for sale,1640 — Rhode-Saint-Genese,"€ 4,200",5 bedrooms,5 bedrooms,No,Not installed,To renovate,4800 m² ,Yes
House for sale,1050 — Ixelles,"€ 4,500",4 bedrooms | 627 m² ,4 bedrooms,No,Not installed,As new,4800 m² ,No
Castle for sale,5520 — Onhaye,"€ 5,500",14 bedrooms | 2300 m² ,14 bedrooms,No,USA installed,Good,4800 m² ,No
House for sale,7022 — Hyon,"€ 190,000",3 bedrooms | 194 m² ,3 bedrooms,No,USA installed,Good,4800 m² ,No
Farmhouse for sale,Route de l'Ermitage 344 +,"€ 950,000",250 m² ,250 m² square meters livable space,Yes,USA installed,Good,4800 m² ,No
Mixed-use building for sale,Rue de Tirlemont 10,"€ 175,000",1 bedroom | 236 m² ,1 bedroom,No,Installed,To be done up,4800 m² ,No
House for sale,7850 — Enghien,"€ 215,000",3 bedrooms | 96 m² ,3 bedrooms,No,Semi equipped,Good,4800 m² ,No
House for sale,7548 — Warchin,"€ 225,000",2 bedrooms | 160 m² ,2 bedrooms,No,Installed,Good,4800 m² ,No
House for sale,Verdedigingslaan 9/0.06,"€ 259,000",1 bedroom | 61 m² ,1 bedroom,No,USA installed,Good,4800 m² ,No
House for sale,7700 — Mouscron,"€ 260,000",4 bedrooms | 184 m² ,4 bedrooms,No,Installed,Just renovated,102 m² ,No
House for sale,8540 — Deerlijk,"€ 380,000",2 bedrooms | 191 m² ,2 bedrooms,No,USA hyper equipped,Just renovated,102 m² ,No
Mixed-use building for sale,Diksmuidelaan 145,"€ 497,000",3 bedrooms | 265 m² ,3 bedrooms,No,Installed,As new,45 m² ,No
Apartment block for sale,Diksmuidelaan 145,"€ 497,000",3 bedrooms | 265 m² ,3 bedrooms,No,Installed,As new,45 m² ,No
House for sale,7500 — Tournai,"€ 690,000",5 bedrooms | 370 m² ,5 bedrooms,No,Installed,To be done up,17800 m² ,No
House for sale,7600 — PÉRUWELZ,"€ 690,000",5 bedrooms | 370 m² ,5 bedrooms,No,Installed,To be done up,17800 m² ,No
House for sale,Luikersteenweg 661,"€ 289,000",2 bedrooms | 105 m² ,2 bedrooms,No,Semi equipped,To be done up,17800 m² ,No
House for sale,2170 — Merksem,"€ 100,000",4 bedrooms | 190 m² ,4 bedrooms,No,Installed,To be done up,17800 m² ,No
House for sale,Rue du Mont Jacquot 13,"€ 210,000",3 bedrooms | 103 m² ,3 bedrooms,No,Installed,Good,17800 m² ,No
Apartment block for sale,Rue Du Horlay 2,"€ 275,000",9 bedrooms | 450 m² ,9 bedrooms,No,Installed,To be done up,1 m² square meter,No
House for sale,Wulfhoekstraat 22,"€ 275,283",3 bedrooms,3 bedrooms,No,Not installed,To be done up,1 m² square meter,No
House for sale,Toekomststraat 4,"€ 293,500",4 bedrooms | 180 m² ,4 bedrooms,No,Not installed,As new,1 m² square meter,No
House for sale,"Lindenhofstraat 46,","€ 324,000",3 bedrooms | 140 m² ,3 bedrooms,No,Installed,As new,325 m² ,No
House for sale,Rue de la Haute Folie 33,"€ 340,000",4 bedrooms | 172 m² ,4 bedrooms,No,Installed,As new,170 m² ,No
House for sale,Geneverpiete 15,"€ 347,500",3 bedrooms | 160 m² ,3 bedrooms,No,Hyper equipped,As new,1 m² square meter,No
House for sale,Olmsebaan 6-8-10,"€ 310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,1 m² square meter,No
House for sale,Jozef van Gorpstraat 13a,"€ 369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,1 m² square meter,No
House for sale,Reffenakkers 2,"€ 429,000",3 bedrooms | 210 m² ,3 bedrooms,No,Installed,Good,1 m² square meter,No
House for sale,Heiblok 3,"€ 399,000",3 bedrooms | 246 m² ,3 bedrooms,No,Installed,Good,1 m² square meter,No
Villa for sale,Rue Osval Sambon 15,"€ 365,000",4 bedrooms | 220 m² ,4 bedrooms,No,Installed,Good,1100 m² ,No
Apartment for sale,Avenue du Commerce 3,"€ 199,000",1 bedroom | 60 m² ,1 bedroom,No,Hyper equipped,As new,1100 m² ,No
Apartment for sale,1932 — Zaventem Sint-Stevens-Woluwe,"€ 345,000",2 bedrooms | 90 m² ,2 bedrooms,No,Hyper equipped,Good,1100 m² ,No
Apartment for sale,Avenue Circulaire 144C,"€ 599,000",4 bedrooms | 182 m² ,4 bedrooms,No,Hyper equipped,Good,1100 m² ,Yes
House for sale,Provinciale Baan 63b,"€ 365,700",3 bedrooms | 140 m² ,3 bedrooms,No,Hyper equipped,As new,1100 m² ,Yes
House for sale,Rue Emile Strimelle 62,"€ 165,000",2 bedrooms | 130 m² ,2 bedrooms,No,Semi equipped,Good,1100 m² ,No
House for sale,9320 — Nieuwerkerken,"€ 245,000",3 bedrooms | 176 m² ,3 bedrooms,No,Semi equipped,To be done up,1100 m² ,No
House for sale,kasteelstraat 18,"€ 385,000",4 bedrooms | 246 m² ,4 bedrooms,No,USA hyper equipped,Good,1100 m² ,No
