Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
House for sale,8720 — Markegem,"€ 509,000",4 bedrooms | 212 m² ,4 bedrooms,No,Installed,As new,1100 m² ,No
Mansion for sale,1470 — Genappe,"€ 1,150",10 bedrooms | 1000 m² ,10 bedrooms,No,Installed,Good,33000 m² ,Yes
House for sale,Molenstraat 55,"€ 1,375",16 bedrooms,16 bedrooms,No,Installed,Good,33000 m² ,Yes
House for sale,Rue de l'Eglise 1,"€ 200,000",6 bedrooms,6 bedrooms,No,Installed,Good,33000 m² ,Yes
House for sale,7022 — HYON,"€ 220,000",2 bedrooms | 155 m² ,2 bedrooms,No,Installed,To be done up,33000 m² ,Yes
Villa for sale,Stijn Streuvelslaan 2,"€ 435,000",2 bedrooms | 275 m² ,2 bedrooms,No,Installed,To be done up,33000 m² ,Yes
Castle for sale,Chemin de Chateau 2,"€ 539,000",4 bedrooms | 480 m² ,4 bedrooms,No,Installed,To renovate,33000 m² ,Yes
Apartment block for sale,Andreas Vesaliusstraat 41,"€ 1,700",9 bedrooms,9 bedrooms,No,Installed,Just renovated,33000 m² ,Yes
House for sale,Georges Desmetstraat 15,"€ 95,000",2 bedrooms | 113 m² ,2 bedrooms,No,Installed,To renovate,28 m² ,No
House for sale,Sterrestraat 65,"€ 140,000",3 bedrooms | 123 m² ,3 bedrooms,No,Installed,To renovate,28 m² ,No
House for sale,6200 — CHATELINEAU,"€ 149,900",3 bedrooms | 101 m² ,3 bedrooms,No,Installed,To be done up,120 m² ,No
House for sale,Kerkweg 4,"€ 278,000",2 bedrooms | 116 m² ,2 bedrooms,No,Installed,As new,120 m² ,No
House for sale,Kerkweg 4,"€ 278,000",2 bedrooms | 116 m² ,2 bedrooms,No,Installed,As new,120 m² ,No
House for sale,4357 — Donceel,"€ 350,000",3 bedrooms | 115 m² ,3 bedrooms,No,Installed,Good,1890 m² ,No
House for sale,5542 — Blaimont,"€ 115,000",1 bedroom | 42 m² ,1 bedroom,No,Installed,Just renovated,1890 m² ,No
House for sale,Rue de Verviers 42,"€ 135,000",2 bedrooms | 105 m² ,2 bedrooms,No,Installed,Good,1890 m² ,No
House for sale,8540 — Deerlijk,"€ 218,000",3 bedrooms | 162 m² ,3 bedrooms,No,Installed,To renovate,237 m² ,No
House for sale,8520 — Kuurne,"€ 295,000",4 bedrooms | 182 m² ,4 bedrooms,No,Installed,Good,168 m² ,No
House for sale,"Marcus Laurinstraat 54,","€ 399,000",5 bedrooms | 180 m² ,5 bedrooms,No,Installed,Good,168 m² ,No
House for sale,Rue Jules Destrée 28A,"€ 450,000",4 bedrooms | 217 m² ,4 bedrooms,No,Not installed,Good,168 m² ,No
House for sale,5500 — Dinant,"€ 100,000",4 bedrooms | 249 m² ,4 bedrooms,No,Semi equipped,To renovate,168 m² ,No
House for sale,6060 — Gilly,"€ 159,000",2 bedrooms | 92 m² ,2 bedrooms,No,Semi equipped,Good,168 m² ,No
House for sale,klokketuin 20,"€ 189,500",3 bedrooms | 120 m² ,3 bedrooms,No,Semi equipped,To renovate,168 m² ,No
House for sale,Rue des Couturelles 82,"€ 269,000",3 bedrooms | 140 m² ,3 bedrooms,No,Installed,Good,168 m² ,No
Mansion for sale,"Stationsstraat 6,","€ 299,000",4 bedrooms | 121 m² ,4 bedrooms,No,Installed,Good,168 m² ,No
House for sale,"Velodroomstraat 62,","€ 399,000",6 bedrooms | 400 m² ,6 bedrooms,No,Installed,To be done up,168 m² ,No
House for sale,Olmsebaan 6-8-10,"€ 310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,168 m² ,No
House for sale,Jozef van Gorpstraat 13a,"€ 369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,168 m² ,No
House for sale,Reffenakkers 2,"€ 429,000",3 bedrooms | 210 m² ,3 bedrooms,No,Installed,Good,168 m² ,No
House for sale,Heiblok 3,"€ 399,000",3 bedrooms | 246 m² ,3 bedrooms,No,Installed,Good,168 m² ,No
Villa for sale,Rue Osval Sambon 15,"€ 365,000",4 bedrooms | 220 m² ,4 bedrooms,No,Installed,Good,1100 m² ,No
Apartment for sale,Avenue du Commerce 3,"€ 199,000",1 bedroom | 60 m² ,1 bedroom,No,Hyper equipped,As new,1100 m² ,No
Apartment for sale,1932 — Zaventem Sint-Stevens-Woluwe,"€ 345,000",2 bedrooms | 90 m² ,2 bedrooms,No,Hyper equipped,Good,1100 m² ,No
Apartment for sale,Avenue Circulaire 144C,"€ 599,000",4 bedrooms | 182 m² ,4 bedrooms,No,Hyper equipped,Good,1100 m² ,Yes
Villa for sale,Dokter Prieëlslaan 3,"€ 429,000",4 bedrooms | 350 m² ,4 bedrooms,No,Installed,As new,1100 m² ,Yes
House for sale,"Lanestraat 26,","€ 449,000",4 bedrooms | 268 m² ,4 bedrooms,No,Installed,Good,1100 m² ,No
Villa for sale,Oude Dreef 8,"€ 1,150",4 bedrooms | 395 m² ,4 bedrooms,No,Hyper equipped,As new,1100 m² ,No
House for sale,Overakker 55,"€ 250,000",3 bedrooms | 160 m² ,3 bedrooms,No,Installed,As new,1100 m² ,No
House for sale,Pittemstraat 69,"€ 275,000",6 bedrooms | 182 m² ,6 bedrooms,No,Installed,To renovate,1100 m² ,No
House for sale,Chaussée de Charleroi 6,"€ 349,000",4 bedrooms | 190 m² ,4 bedrooms,No,Installed,To renovate,1100 m² ,No
Farmhouse for sale,Alcalène 2,"€ 460,000",5 bedrooms | 2700 m² ,5 bedrooms,No,Installed,As new,1100 m² ,No
House for sale,Bert Pelemanstraat 22,"€ 795,000",4 bedrooms | 255 m² ,4 bedrooms,No,Installed,As new,1100 m² ,No
Villa for sale,1410 — Waterloo,"€ 3,500",6 bedrooms | 1100 m² ,6 bedrooms,No,Installed,As new,1100 m² ,No
House for sale,Gabriel Lefevrelaan 11,"€ 150,000",3 bedrooms | 147 m² ,3 bedrooms,No,Installed,As new,1100 m² ,No
House for sale,6200 — Châtelet,"€ 255,000",3 bedrooms | 114 m² ,3 bedrooms,No,Installed,Just renovated,1100 m² ,No
Villa for sale,"Molenhoekstraat 26,","€ 519,000",3 bedrooms | 280 m² ,3 bedrooms,No,Installed,Good,1100 m² ,No
House for sale,Rue Charlemagne 68,"€ 132,000",3 bedrooms | 105 m² ,3 bedrooms,No,Installed,Good,1100 m² ,No
House for sale,Werk Van den akker 15,"€ 179,000",2 bedrooms | 95 m² ,2 bedrooms,No,Installed,To renovate,1100 m² ,No
House for sale,6927 — Tellin,"€ 335,000",6 bedrooms | 360 m² ,6 bedrooms,No,Installed,To renovate,318 m² ,No
Exceptional property for sale,Chemin de Chateau 2,"€ 539,000",4 bedrooms | 480 m² ,4 bedrooms,No,Installed,To renovate,318 m² ,No
Country house for sale,Chemin de Chateau 2,"€ 539,000",4 bedrooms | 480 m² ,4 bedrooms,No,Installed,To renovate,318 m² ,No
Farmhouse for sale,Plockroy 63,"€ 645,000",3 bedrooms | 155 m² ,3 bedrooms,No,Installed,To renovate,318 m² ,No
Exceptional property for sale,Keizer Karelstraat 129,"€ 1,350",12 bedrooms | 553 m² ,12 bedrooms,No,USA hyper equipped,Good,318 m² ,No
Bois de la Pierre,Venelle du Bois de la Pierre,"€ 648,000",3 - 4 bedrooms | 182 - 214 m² ,3 - 4 bedrooms,No,USA hyper equipped,Good,318 m² ,No
House for sale,"Spoorwegstraat 362,","€ 295,000",3 bedrooms | 165 m² ,3 bedrooms,No,Installed,Good,318 m² ,No
Bungalow for sale,Ter Zale 24,"€ 410,000",2 bedrooms | 131 m² ,2 bedrooms,No,Installed,Good,500 m² ,No
House for sale,Graaf Jansdijk 118,"€ 695,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,As new,500 m² ,No
House for sale,Groenestraat 2,"€ 159,500",1 bedroom | 117 m² ,1 bedroom,No,USA installed,As new,500 m² ,No
House for sale,7340 — PÂTURAGES,"€ 10,000",3 bedrooms | 140 m² ,3 bedrooms,No,USA semi equipped,To be done up,140 m² ,No
House for sale,Rue du Commerce 8,"€ 75,000",2 bedrooms | 100 m² ,2 bedrooms,No,Installed,To be done up,140 m² ,No
House for sale,7134 — RESSAIX,"€ 75,000",3 bedrooms | 115 m² ,3 bedrooms,No,Not installed,To restore,140 m² ,No
House for sale,6560 — Erquelinnes,"€ 85,000",2 bedrooms | 118 m² ,2 bedrooms,No,Semi equipped,To be done up,140 m² ,No
House for sale,Kapellestraat 80,"€ 85,000",2 bedrooms | 83 m² ,2 bedrooms,No,Installed,To renovate,140 m² ,No
Mixed-use building for sale,Rue Smeets 36,"€ 90,000",2 bedrooms | 130 m² ,2 bedrooms,No,Installed,To renovate,140 m² ,No
Apartment for sale,Avenue Houba de Strooper 66,"€ 329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,140 m² ,No
Ground floor for sale,Pastoor Frederickxstraat 44,"€ 235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,140 m² ,No
Duplex for sale,Nieuwstraat 99/0201,"€ 310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,140 m² ,No
House for sale,Bremstraat 3,"€ 275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,140 m² ,No
House for sale,Olmsebaan 6-8-10,"€ 310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,140 m² ,No
House for sale,Jozef van Gorpstraat 13a,"€ 369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,140 m² ,No
House for sale,Reffenakkers 2,"€ 429,000",3 bedrooms | 210 m² ,3 bedrooms,No,Installed,Good,140 m² ,No
House for sale,Heiblok 3,"€ 399,000",3 bedrooms | 246 m² ,3 bedrooms,No,Installed,Good,140 m² ,No
Mixed-use building for sale,Rue Smeets 36,"€ 90,000",2 bedrooms | 130 m² ,2 bedrooms,No,Installed,To renovate,140 m² ,No
House for sale,7340 — WASMES,"€ 95,000",2 bedrooms | 110 m² ,2 bedrooms,No,USA installed,To be done up,160 m² ,No
House for sale,Rue Camille Huysmans 39,"€ 95,000",3 bedrooms | 120 m² ,3 bedrooms,No,Not installed,To renovate,160 m² ,No
House for sale,7012 — Jemappes,"€ 99,000",2 bedrooms | 131 m² ,2 bedrooms,No,Installed,To renovate,82 m² ,No
House for sale,7340 — PÂTURAGES,"€ 99,000",3 bedrooms | 200 m² ,3 bedrooms,No,Not installed,To restore,270 m² ,No
House for sale,7012 — Jemappes,"€ 105,000",3 bedrooms | 139 m² ,3 bedrooms,No,Semi equipped,To be done up,270 m² ,No
House for sale,Rue de Dour 400,"€ 105,000",2 bedrooms | 118 m² ,2 bedrooms,No,Installed,To renovate,181 m² ,No
House for sale,Rue Champs du Mont 45,"€ 110,000",4 bedrooms | 110 m² ,4 bedrooms,No,Not installed,To be done up,181 m² ,No
House for sale,Jan van Nassaustraat 53,"€ 110,000",2 bedrooms | 110 m² ,2 bedrooms,No,Not installed,Good,181 m² ,No
House for sale,Rue du Presbytere 30,"€ 114,000",2 bedrooms | 109 m² ,2 bedrooms,No,Semi equipped,To be done up,181 m² ,No
House for sale,7134 — LEVAL-TRAHEGNIES,"€ 115,000",3 bedrooms | 128 m² ,3 bedrooms,No,Semi equipped,To be done up,181 m² ,No
House for sale,rue Renardi 18,"€ 125,000",4 bedrooms | 156 m² ,4 bedrooms,No,Semi equipped,To renovate,39 m² ,No
House for sale,Rue Joseph Louis 75,"€ 125,000",3 bedrooms | 107 m² ,3 bedrooms,No,Not installed,To renovate,39 m² ,No
House for sale,7390 — Quaregnon,"€ 129,500",2 bedrooms | 72 m² ,2 bedrooms,No,Semi equipped,Good,220 m² ,No
Apartment block for sale,Rue de la Providence 28,"€ 130,000",3 bedrooms | 200 m² ,3 bedrooms,No,Semi equipped,To be done up,220 m² ,No
House for sale,Rue Sainte-Anne 120,"€ 130,000",4 bedrooms | 127 m² ,4 bedrooms,No,Not installed,To renovate,18 m² ,No
Apartment block for sale,Impasse des Hayettes 21,"€ 135,000",4 bedrooms | 175 m² ,4 bedrooms,No,Installed,To renovate,18 m² ,No
House for sale,Impasse des Hayettes 21,"€ 135,000",4 bedrooms | 175 m² ,4 bedrooms,No,Installed,To renovate,18 m² ,No
House for sale,7033 — Cuesmes,"€ 135,000",2 bedrooms | 90 m² ,2 bedrooms,No,Semi equipped,Good,90 m² ,No
House for sale,7120 — ESTINNES-AU-MONT,"€ 135,000",2 bedrooms | 144 m² ,2 bedrooms,No,Semi equipped,To renovate,90 m² ,No
House for sale,Rue Général Leman 9,"€ 136,000",2 bedrooms | 80 m² ,2 bedrooms,No,Installed,Good,90 m² ,No
House for sale,Rue Silvela 61,"€ 139,000",2 bedrooms | 112 m² ,2 bedrooms,No,Not installed,To be done up,90 m² ,Yes
House for sale,Rue Vieille Voie 7,"€ 139,500",2 bedrooms | 60 m² ,2 bedrooms,No,USA hyper equipped,Good,90 m² ,No
House for sale,7120 — FAUROEULX,"€ 140,000",3 bedrooms | 164 m² ,3 bedrooms,No,Semi equipped,To renovate,90 m² ,No
House for sale,Rue Sainte Marguerite 87,"€ 145,000",3 bedrooms | 95 m² ,3 bedrooms,No,Installed,Good,90 m² ,No
House for sale,Rue Jean Jaures 209,"€ 145,000",3 bedrooms | 98 m² ,3 bedrooms,No,Installed,Good,90 m² ,No
House for sale,7850 — Enghien,"€ 145,000",2 bedrooms | 105 m² ,2 bedrooms,No,Semi equipped,Good,90 m² ,No
House for sale,6040 — Jumet,"€ 149,000",2 bedrooms | 146 m² ,2 bedrooms,No,Hyper equipped,As new,90 m² ,No
House for sale,Pachtersstraat 13,"€ 149,000",2 bedrooms | 140 m² ,2 bedrooms,No,Hyper equipped,To be done up,90 m² ,No
Mixed-use building for sale,Rue Sainte Marguerite 99,"€ 150,000",4 bedrooms | 159 m² ,4 bedrooms,No,Not installed,To renovate,90 m² ,No
Duplex for sale,Nieuwstraat 99/0201,"€ 310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,90 m² ,No
House for sale,Bremstraat 3,"€ 275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,90 m² ,No
House for sale,Olmsebaan 6-8-10,"€ 310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,90 m² ,No
House for sale,Jozef van Gorpstraat 13a,"€ 369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,90 m² ,No
House for sale,Reffenakkers 2,"€ 429,000",3 bedrooms | 210 m² ,3 bedrooms,No,Installed,Good,90 m² ,No
House for sale,Heiblok 3,"€ 399,000",3 bedrooms | 246 m² ,3 bedrooms,No,Installed,Good,90 m² ,No
Villa for sale,Rue Osval Sambon 15,"€ 365,000",4 bedrooms | 220 m² ,4 bedrooms,No,Installed,Good,1100 m² ,No
Apartment for sale,Avenue du Commerce 3,"€ 199,000",1 bedroom | 60 m² ,1 bedroom,No,Hyper equipped,As new,1100 m² ,No
House for sale,Rue d'Andrimont 63,"€ 150,000",6 bedrooms | 160 m² ,6 bedrooms,No,Installed,Good,80 m² ,No
House for sale,7134 — RESSAIX,"€ 150,000",3 bedrooms | 143 m² ,3 bedrooms,No,Semi equipped,Good,80 m² ,No
House for sale,7700 — Mouscron,"€ 150,000",3 bedrooms | 140 m² ,3 bedrooms,No,Semi equipped,Good,80 m² ,No
House for sale,Rue de la Bruyere 73,"€ 155,000",3 bedrooms | 84 m² ,3 bedrooms,No,Semi equipped,Good,116 m² ,No
House for sale,Rue Astrid 10,"€ 159,000",2 bedrooms | 110 m² ,2 bedrooms,No,Semi equipped,To be done up,70 m² ,No
House for sale,Rue Achille Delattre 35,"€ 160,000",3 bedrooms | 120 m² ,3 bedrooms,No,USA installed,Good,70 m² ,No
House for sale,rue du Lambais 19,"€ 165,000",2 bedrooms,2 bedrooms,No,USA installed,Good,70 m² ,No
House for sale,Rue Basse-Wez 106,"€ 165,000",3 bedrooms | 142 m² ,3 bedrooms,No,Semi equipped,To be done up,70 m² ,No
House for sale,6000 — Charleroi,"€ 165,000",4 bedrooms | 220 m² ,4 bedrooms,No,Semi equipped,Good,70 m² ,No
House for sale,Prins Albertlaan 5,"€ 165,000",3 bedrooms | 153 m² ,3 bedrooms,No,Installed,Good,70 m² ,No
House for sale,7700 — Mouscron,"€ 169,000",3 bedrooms | 96 m² ,3 bedrooms,No,Semi equipped,Good,70 m² ,No
House for sale,Place de la Cour d'Haine 22,"€ 170,000",3 bedrooms | 156 m² ,3 bedrooms,No,Semi equipped,Good,70 m² ,No
House for sale,7130 — Binche,"€ 170,000",3 bedrooms | 120 m² ,3 bedrooms,No,Installed,Just renovated,70 m² ,No
House for sale,Rue Lacroix 43,"€ 174,000",3 bedrooms | 100 m² ,3 bedrooms,No,Semi equipped,To be done up,41 m² ,No
House for sale,Wijveld 5,"€ 175,000",3 bedrooms,3 bedrooms,No,Semi equipped,To be done up,41 m² ,No
House for sale,7080 — LA BOUVERIE,"€ 175,000",4 bedrooms | 186 m² ,4 bedrooms,No,Installed,Just renovated,41 m² ,No
House for sale,Rue des Trois Rois 222,"€ 179,500",3 bedrooms | 126 m² ,3 bedrooms,No,Semi equipped,Good,75 m² ,No
House for sale,Rue de l'Eglise 64,"€ 180,000",2 bedrooms | 139 m² ,2 bedrooms,No,Not installed,To renovate,107 m² ,No
House for sale,Rue de Warnant 3,"€ 180,000",4 bedrooms | 250 m² ,4 bedrooms,No,Not installed,Good,250 m² ,No
House for sale,avenue de la Chamberlaine 1,"€ 180,000",3 bedrooms | 160 m² ,3 bedrooms,No,Not installed,Good,287 m² ,No
House for sale,Grand'Place 9,"€ 180,000",3 bedrooms | 177 m² ,3 bedrooms,No,Not installed,To be done up,287 m² ,No
Town-house for sale,Rue De Sondeville 85,"€ 185,000",3 bedrooms,3 bedrooms,No,USA hyper equipped,Just renovated,217 m² ,No
House for sale,Rue Winston Churchill 338,"€ 189,500",4 bedrooms | 136 m² ,4 bedrooms,No,Installed,Good,45 m² ,No
House for sale,Rue Winston Churchill 338,"€ 189,500",4 bedrooms | 136 m² ,4 bedrooms,No,Installed,Good,45 m² ,No
Town-house for sale,rue Emile Collard 41,"€ 190,000",3 bedrooms,3 bedrooms,No,Not installed,To renovate,70 m² ,No
House for sale,Rue du Chêne 285,"€ 190,000",4 bedrooms,4 bedrooms,No,Not installed,To renovate,70 m² ,No
House for sale,7011 — Ghlin,"€ 190,000",3 bedrooms | 153 m² ,3 bedrooms,No,Installed,Just renovated,70 m² ,No
House for sale,Landbouwstraat 36,"€ 194,900",2 bedrooms | 85 m² ,2 bedrooms,No,Installed,Just renovated,70 m² ,No
House for sale,7100 — LA LOUVIÈRE,"€ 195,000",2 bedrooms | 180 m² ,2 bedrooms,No,Installed,Good,50 m² ,No
House for sale,7141 — Carnières,"€ 195,000",3 bedrooms | 192 m² ,3 bedrooms,No,Installed,Good,50 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€ 1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Installed,As new,50 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€ 197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,50 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€ 329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,50 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€ 235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,50 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€ 310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,50 m² ,Yes
House for sale,Bremstraat 3,"€ 275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,50 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€ 310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,50 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€ 369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,50 m² ,Yes
House for sale,7170 — Manage,"€ 195,000",4 bedrooms | 215 m² ,4 bedrooms,No,Semi equipped,To renovate,50 m² ,Yes
House for sale,Zandvoordestraat 60,"€ 195,000",3 bedrooms | 123 m² ,3 bedrooms,No,Installed,Good,50 m² ,Yes
House for sale,Slijperstraat 60,"€ 195,000",3 bedrooms | 132 m² ,3 bedrooms,No,Installed,To restore,219 m² ,No
House for sale,Rue de la Baume 196,"€ 199,000",5 bedrooms | 180 m² ,5 bedrooms,No,Semi equipped,Good,540 m² ,No
House for sale,Rue Boulboule 70/72,"€ 199,000",4 bedrooms | 215 m² ,4 bedrooms,No,Installed,Good,70 m² ,No
House for sale,"Westendelaan 336,","€ 199,000",3 bedrooms | 130 m² ,3 bedrooms,No,Installed,To renovate,160 m² ,No
House for sale,Groenstraat 79,"€ 199,000",3 bedrooms | 165 m² ,3 bedrooms,No,Installed,Good,200 m² ,No
House for sale,Welvaartstraat 90,"€ 199,000",2 bedrooms | 125 m² ,2 bedrooms,No,USA installed,Good,200 m² ,No
House for sale,Broekstraat 29,"€ 199,000",4 bedrooms | 176 m² ,4 bedrooms,No,Installed,To be done up,200 m² ,No
House for sale,Eendrachtstraat 36,"€ 199,000",2 bedrooms | 130 m² ,2 bedrooms,No,Semi equipped,To be done up,200 m² ,No
House for sale,Bergstraat 11,"€ 200,000",2 bedrooms | 80 m² ,2 bedrooms,No,USA semi equipped,To be done up,800 m² ,No
House for sale,Rue de la Rainette 19,"€ 200,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,Good,800 m² ,No
House for sale,Avenue Adam 1,"€ 210,000",4 bedrooms | 160 m² ,4 bedrooms,No,Installed,Good,800 m² ,No
House for sale,Rue de Grupont 51,"€ 210,000",4 bedrooms | 246 m² ,4 bedrooms,No,Installed,Good,800 m² ,No
House for sale,Rue de l'Agriculture 332,"€ 215,000",3 bedrooms | 115 m² ,3 bedrooms,No,Hyper equipped,Just renovated,584 m² ,No
House for sale,5100 — Jambes,"€ 215,000",3 bedrooms | 102 m² ,3 bedrooms,No,Installed,Good,584 m² ,No
House for sale,"Schoolstraat 79,","€ 220,000",2 bedrooms | 212 m² ,2 bedrooms,No,Installed,Good,584 m² ,No
House for sale,Daalstraat 36,"€ 225,000",3 bedrooms | 152 m² ,3 bedrooms,No,Installed,To renovate,150 m² ,No
House for sale,Rue Lacmane 12,"€ 225,000",3 bedrooms | 185 m² ,3 bedrooms,No,Installed,Good,150 m² ,No
House for sale,Rue du tunnel 31,"€ 225,000",3 bedrooms | 170 m² ,3 bedrooms,No,Installed,Good,400 m² ,No
House for sale,Volderstraat 19,"€ 225,000",2 bedrooms | 186 m² ,2 bedrooms,No,Installed,As new,400 m² ,No
House for sale,"Oude Rozebekestraat 18,","€ 228,000",3 bedrooms | 130 m² ,3 bedrooms,No,Installed,Good,2000 m² ,No
House for sale,Sint Kamielstraat 27,"€ 229,000",3 bedrooms | 175 m² ,3 bedrooms,No,Hyper equipped,Good,2000 m² ,No
House for sale,4317 — Faimes,"€ 230,000",3 bedrooms | 148 m² ,3 bedrooms,No,Not installed,To renovate,658 m² ,No
House for sale,"Parkstraat 14,","€ 230,000",3 bedrooms,3 bedrooms,No,Not installed,Good,658 m² ,No
House for sale,Houbaertstraat 28,"€ 235,000",3 bedrooms | 151 m² ,3 bedrooms,No,Not installed,To renovate,658 m² ,No
House for sale,4031 — Angleur,"€ 235,000",5 bedrooms | 199 m² ,5 bedrooms,No,Not installed,To be done up,202 m² ,No
House for sale,Rue Branche Planchard 75,"€ 235,000",5 bedrooms | 158 m² ,5 bedrooms,No,Semi equipped,Good,202 m² ,No
Apartment block for sale,Rue Branche Planchard 75,"€ 235,000",5 bedrooms | 158 m² ,5 bedrooms,No,Semi equipped,Good,202 m² ,No
House for sale,Sint-Eloois-Winkelstraat 64,"€ 235,000",3 bedrooms | 250 m² ,3 bedrooms,No,Installed,As new,330 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€ 1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Installed,As new,330 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€ 197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,330 m² ,Yes
